age,room_service,food_court,shopping_mall,spa,vr_deck,name,earth,europa,mars,unknown,cryo_sleep_false,cryo_sleep_true,cryo_sleep_unknown,num,deck_a,deck_b,deck_c,deck_d,deck_e,deck_f,deck_g,deck_t,deck_unknown,side_p,side_s,side_unknown,destination_55_cancri_e,destination_pso_j318_5_22,destination_trappist_1_e,destination_unknown,vip_false,vip_true,transported_false,transported_true
25.0,439.0,0.0,0.0,557.0,0.0,Dont Bookerson,1,0,0,0,1,0,0,463,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
11.0,0.0,0.0,0.0,0.0,0.0,Jodye Bookerson,1,0,0,0,1,0,0,1128,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
4.0,0.0,0.0,0.0,0.0,0.0,Nelly Llovers,1,0,0,0,1,0,0,1122,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
32.0,0.0,0.0,0.0,0.0,0.0,Natha Llovers,1,0,0,0,0,1,0,1122,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
15.0,9.0,776.0,4.0,0.0,2.0,Tricki Llovers,1,0,0,0,1,0,0,441,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,Letta Howayery,1,0,0,0,0,1,0,1129,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
37.0,0.0,0.0,0.0,0.0,0.0,Spurin Amonsmane,0,1,0,0,0,1,0,222,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
20.0,559.0,0.0,83.0,112.0,0.0,Shaele Ewiseston,1,0,0,0,1,0,0,1130,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
47.0,160.0,0.0,1232.0,36.0,0.0,Cats Nutty,0,0,1,0,1,0,0,1436,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
16.0,1228.0,0.0,450.0,446.0,,Bleark Nutty,0,0,1,0,1,0,0,443,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
8.0,0.0,0.0,0.0,0.0,0.0,Robyna Petton,1,0,0,0,0,1,0,1131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
22.0,245.0,0.0,0.0,661.0,1.0,Blanie Bears,1,0,0,0,1,0,0,1124,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
39.0,9.0,0.0,687.0,0.0,0.0,Goats Steen,0,0,1,0,1,0,0,1326,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
57.0,0.0,0.0,0.0,0.0,0.0,Mirakis Dynatic,0,1,0,0,0,1,0,262,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
29.0,0.0,0.0,0.0,0.0,0.0,Alzird Gented,0,1,0,0,0,1,0,223,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
,0.0,0.0,0.0,0.0,0.0,Schird Sophaft,0,1,0,0,0,1,0,263,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
70.0,28.0,0.0,0.0,672.0,104.0,Samany Buckson,1,0,0,0,1,0,0,1439,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
13.0,0.0,0.0,0.0,0.0,0.0,Becruxa Coudered,0,1,0,0,0,1,0,264,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
49.0,0.0,1757.0,0.0,797.0,567.0,Cellum Obnoble,0,1,0,0,1,0,0,264,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,0.0,12.0,851.0,19.0,103.0,Lolas Dillestron,1,0,0,0,1,0,0,464,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
19.0,0.0,0.0,0.0,0.0,0.0,Alurops Pringry,0,1,0,0,0,1,0,265,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
15.0,0.0,0.0,0.0,0.0,0.0,Medib Pringry,0,1,0,0,0,1,0,265,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
37.0,26.0,2898.0,9.0,0.0,40.0,Vegas Lendly,0,1,0,0,1,0,0,219,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
,0.0,0.0,0.0,0.0,0.0,Mares Beling,0,1,0,0,0,1,0,219,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
28.0,1998.0,0.0,13.0,87.0,0.0,Blug Flie,0,0,1,0,1,0,0,445,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
22.0,969.0,47.0,23.0,134.0,0.0,Weet Flie,0,0,0,1,1,0,0,445,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
26.0,135.0,2080.0,7.0,34.0,84.0,Minoton Sloweber,0,1,0,0,1,0,0,266,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,60.0,0.0,0.0,0.0,777.0,Allyn Bonnondry,1,0,0,0,1,0,0,1135,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
19.0,0.0,0.0,0.0,804.0,5.0,Dona Gibbsonton,1,0,0,0,1,0,0,1136,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
20.0,3839.0,57.0,1967.0,4.0,2.0,Soyos Boste,0,0,1,0,1,0,0,1328,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
35.0,0.0,71.0,631.0,0.0,0.0,Lilasa Thonyderson,1,0,0,0,1,0,0,1444,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
37.0,951.0,0.0,0.0,80.0,0.0,Leneva Freevenson,1,0,0,0,1,0,0,1446,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
37.0,0.0,9965.0,0.0,5697.0,676.0,Winon Oilpfulle,0,1,0,0,1,0,0,256,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
13.0,0.0,114.0,682.0,0.0,7.0,Dandra Yanton,1,0,0,0,1,0,0,1447,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20.0,0.0,,0.0,0.0,1318.0,Randa Yanton,1,0,0,0,1,0,0,1447,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
65.0,3358.0,1.0,12.0,0.0,0.0,Ret Gin,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
29.0,456.0,230.0,363.0,0.0,0.0,Coakey Pread,0,0,1,0,1,0,0,465,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
0.0,0.0,0.0,0.0,0.0,,Alcoran Distured,0,1,0,0,1,0,0,225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
4.0,0.0,0.0,0.0,0.0,0.0,Chard Distured,0,1,0,0,1,0,0,225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
19.0,0.0,0.0,0.0,0.0,0.0,Alkaida Distured,0,1,0,0,0,1,0,225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,Asteron Distured,0,1,0,0,0,1,0,225,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
28.0,0.0,4173.0,0.0,33.0,420.0,Schird Pretive,0,1,0,0,1,0,0,225,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
28.0,0.0,160.0,0.0,1538.0,1426.0,Terfak Distured,0,1,0,0,1,0,0,225,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
21.0,0.0,0.0,0.0,43.0,667.0,Terina Jenson,0,0,0,1,1,0,0,1126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
45.0,1.0,15.0,44.0,0.0,1541.0,Hary Owerson,1,0,0,0,1,0,0,466,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
21.0,27.0,,782.0,0.0,0.0,Annya Talls,1,0,0,0,1,0,0,1127,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,Rankie Burker,1,0,0,0,0,1,0,1137,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
38.0,0.0,806.0,3.0,0.0,0.0,Jeret Burker,1,0,0,0,1,0,0,1137,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
24.0,0.0,893.0,0.0,4.0,8.0,Gwendy Chardsonnon,1,0,0,0,1,0,0,446,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
22.0,712.0,6.0,70.0,0.0,0.0,Arla Morelly,1,0,0,0,1,0,0,447,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
44.0,3.0,0.0,33.0,769.0,0.0,Stevey Reilline,0,0,0,1,1,0,0,1331,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
41.0,0.0,0.0,0.0,0.0,628.0,Joanny Cainghannon,1,0,0,0,1,0,0,1332,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,Johna Garnes,1,0,0,0,0,1,0,1128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
26.0,1967.0,0.0,116.0,,0.0,Diedow Hake,0,0,1,0,1,0,0,1450,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
54.0,0.0,0.0,0.0,0.0,0.0,Peefox Hake,0,0,1,0,0,1,0,1450,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
19.0,1962.0,0.0,1.0,641.0,0.0,Cupers Hake,0,0,1,0,1,0,0,1450,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
32.0,0.0,243.0,0.0,0.0,776.0,Erie Barris,0,0,0,1,1,0,0,1138,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
,0.0,0.0,0.0,0.0,0.0,Willey Moongton,1,0,0,0,0,1,0,1139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
26.0,554.0,1307.0,32.0,93.0,1553.0,Quarkib Obnoftle,0,1,0,0,1,0,0,226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
28.0,0.0,4340.0,0.0,186.0,0.0,Azharga Obnoftle,0,1,0,0,1,0,0,226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
21.0,1.0,22.0,0.0,649.0,2.0,Lison Franton,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
38.0,0.0,692.0,0.0,3587.0,0.0,Kabiton Disivering,0,1,0,0,1,0,0,233,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
43.0,0.0,0.0,0.0,0.0,,Spurin Disivering,0,1,0,0,0,1,0,233,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
12.0,0.0,0.0,0.0,0.0,0.0,Walles Bakerrison,0,0,0,1,1,0,0,1131,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
25.0,0.0,0.0,0.0,0.0,0.0,Lavey Bakerrison,1,0,0,0,0,1,0,1131,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,Murie Bakerrison,1,0,0,0,0,1,0,1131,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,Bellus Obeaded,0,1,0,0,0,1,0,267,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
20.0,0.0,275.0,1690.0,580.0,5499.0,Alwaide Bagetvable,0,1,0,0,1,0,0,267,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
24.0,0.0,58.0,618.0,0.0,41.0,Stany Hamberterry,1,0,0,0,1,0,0,1334,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
34.0,0.0,442.0,175.0,79.0,3.0,Tricki Whitledges,1,0,0,0,1,0,0,1452,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
42.0,1058.0,0.0,0.0,0.0,0.0,Vulark Sfin,0,0,1,0,1,0,0,220,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
24.0,2261.0,0.0,95.0,10.0,0.0,Weet Sfin,0,0,1,0,1,0,0,1453,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
28.0,0.0,0.0,285.0,136.0,337.0,Irmark Griffy,1,0,0,0,1,0,0,1454,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
29.0,907.0,0.0,0.0,142.0,0.0,Mites Buth,0,0,1,0,1,0,0,449,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
31.0,0.0,0.0,0.0,0.0,0.0,Majora Guieroolow,0,1,0,0,0,1,0,213,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
29.0,888.0,0.0,1.0,0.0,0.0,Rickie Mickersones,1,0,0,0,1,0,0,1141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
14.0,,1.0,400.0,297.0,0.0,Karena Woodwardy,1,0,0,0,1,0,0,1337,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
16.0,0.0,17.0,1211.0,0.0,25.0,Card Castron,1,0,0,0,1,0,0,1338,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
16.0,0.0,0.0,0.0,0.0,0.0,Tammyl Fuenton,0,0,0,1,0,1,0,1142,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
27.0,0.0,2897.0,659.0,485.0,11.0,Luxons Bradissive,0,1,0,0,1,0,0,450,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
,0.0,996.0,0.0,726.0,813.0,Fomam Bradissive,0,1,0,0,1,0,0,450,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
23.0,779.0,7.0,9.0,9.0,0.0,Berta Philliames,1,0,0,0,1,0,0,1339,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
16.0,418.0,195.0,100.0,88.0,90.0,Naomin Quinnerettt,1,0,0,0,1,0,0,1143,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
30.0,0.0,6.0,0.0,0.0,1435.0,,1,0,0,0,1,0,0,1340,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
24.0,468.0,0.0,163.0,0.0,0.0,Coreee Wagnerray,1,0,0,0,1,0,0,1455,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
36.0,0.0,0.0,0.0,0.0,0.0,Fayene Lardy,1,0,0,0,0,1,0,1144,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
25.0,0.0,3512.0,20.0,24.0,1459.0,Edar Speery,0,1,0,0,1,0,0,257,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
29.0,0.0,0.0,0.0,0.0,0.0,Geons Geadle,0,1,0,0,0,1,0,227,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,Sadine Rosalanenn,1,0,0,0,0,1,0,1132,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
26.0,0.0,0.0,0.0,0.0,0.0,Netty Watkinsley,1,0,0,0,0,1,0,1133,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
30.0,0.0,0.0,0.0,0.0,0.0,Set Sturt,0,0,1,0,1,0,0,467,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
31.0,0.0,0.0,717.0,0.0,0.0,Fayen Nasquez,1,0,0,0,1,0,0,1457,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20.0,0.0,750.0,957.0,0.0,722.0,Kurta Nasquez,1,0,0,0,1,0,0,1457,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
,0.0,0.0,0.0,0.0,0.0,All Buckson,1,0,0,0,0,1,0,1145,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,Loree Lerez,1,0,0,0,0,1,0,1146,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
35.0,0.0,5552.0,6.0,8.0,226.0,Wimps Bleling,0,1,0,0,1,0,0,215,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
46.0,0.0,664.0,0.0,2.0,2177.0,Mesonon Bleling,0,1,0,0,1,0,0,215,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
63.0,0.0,0.0,0.0,0.0,0.0,Des Willangsey,1,0,0,0,0,1,0,1147,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
37.0,0.0,1678.0,0.0,36.0,3128.0,Alpha Amonsmane,0,1,0,0,1,0,0,86,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
23.0,26.0,266.0,404.0,0.0,0.0,Jonaye Ashipeck,1,0,0,0,1,0,0,451,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
5.0,0.0,0.0,0.0,0.0,0.0,Dandra Reyervaney,1,0,0,0,1,0,0,1148,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
16.0,0.0,,0.0,0.0,0.0,Eduard Reyervaney,1,0,0,0,0,1,0,1148,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
20.0,0.0,0.0,2330.0,120.0,0.0,Eriney Cardsay,1,0,0,0,1,0,0,1458,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
49.0,0.0,0.0,0.0,0.0,0.0,Tine Cardsay,1,0,0,0,0,1,0,1458,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
3.0,0.0,0.0,0.0,0.0,0.0,Mamina Mcphernard,1,0,0,0,1,0,0,1135,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
41.0,0.0,176.0,414.0,133.0,0.0,Dorie Roachez,1,0,0,0,1,0,0,1459,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
,1216.0,0.0,30.0,43.0,0.0,Walmon Curle,0,0,1,0,1,0,0,1341,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
14.0,0.0,0.0,0.0,0.0,0.0,Glena Fryan,1,0,0,0,0,1,0,1136,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
26.0,782.0,0.0,0.0,2503.0,1.0,Caper Lacke,0,0,1,0,1,0,0,216,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
51.0,0.0,0.0,0.0,0.0,0.0,Dwin Dorsenry,1,0,0,0,0,1,0,1137,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
36.0,56.0,,81.0,0.0,468.0,Toddie Benney,1,0,0,0,1,0,0,1461,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16.0,0.0,0.0,0.0,0.0,0.0,Gileen Mcphernard,1,0,0,0,0,1,0,1150,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
18.0,0.0,0.0,0.0,0.0,0.0,Picers Panie,0,0,1,0,0,1,0,1343,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
48.0,0.0,0.0,,0.0,0.0,Elson Quinnerry,1,0,0,0,0,1,0,1138,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
24.0,235.0,0.0,1642.0,1042.0,229.0,Losp Reake,0,0,1,0,1,0,0,221,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19.0,1043.0,0.0,138.0,0.0,0.0,Range Bara,0,0,1,0,1,0,0,222,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,Ryany Wilderssen,1,0,0,0,0,1,0,1152,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
24.0,332.0,9.0,356.0,0.0,0.0,Weney Freevenson,1,0,0,0,1,0,0,1462,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,Nelly Gallencis,1,0,0,0,0,1,0,1153,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
13.0,0.0,999.0,0.0,0.0,4.0,Ally Mcintons,1,0,0,0,1,0,0,1344,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
39.0,42.0,0.0,352.0,1.0,369.0,Jele Mad,0,0,1,0,1,0,0,223,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,Terons Stranbeate,0,1,0,0,0,0,1,469,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
23.0,64.0,4.0,0.0,1125.0,,Benny Mayson,1,0,0,0,0,0,1,1463,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
43.0,0.0,2093.0,0.0,3409.0,30.0,Alramix Secont,0,1,0,0,1,0,0,217,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
19.0,3332.0,878.0,926.0,781.0,0.0,Graven Lacke,0,0,1,0,1,0,0,1346,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
30.0,0.0,0.0,,0.0,0.0,Hal Bane,0,0,1,0,0,1,0,1347,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
52.0,0.0,0.0,0.0,0.0,0.0,Jord Steeletters,1,0,0,0,0,1,0,1154,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
35.0,2224.0,,105.0,1.0,0.0,Dorie Rigginson,1,0,0,0,1,0,0,1155,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
16.0,4.0,1666.0,0.0,35.0,40.0,Celina Kellson,1,0,0,0,1,0,0,1156,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
21.0,0.0,13.0,0.0,720.0,170.0,Benda Fryan,1,0,0,0,1,0,0,1464,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
45.0,0.0,0.0,0.0,0.0,595.0,Irmark Mcfaddenson,1,0,0,0,1,0,0,1350,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
22.0,0.0,125.0,0.0,663.0,0.0,,1,0,0,0,1,0,0,472,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
,0.0,0.0,0.0,0.0,0.0,Essara Kellynn,1,0,0,0,0,1,0,1159,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,Ericky Waltonnedy,1,0,0,0,1,0,0,1159,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
63.0,526.0,2.0,0.0,0.0,0.0,Wilmay Bushallert,1,0,0,0,1,0,0,1160,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
56.0,1.0,2.0,0.0,102.0,,Karah Harverez,1,0,0,0,1,0,0,1351,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
40.0,0.0,0.0,0.0,0.0,,Glena Hahnstonsen,1,0,0,0,0,1,0,1161,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,Leria Denashipson,1,0,0,0,0,1,0,1162,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
24.0,0.0,,3.0,797.0,5.0,Tyrony Denashipson,1,0,0,0,1,0,0,1352,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
36.0,21.0,0.0,844.0,0.0,0.0,Idarry Oneidson,1,0,0,0,1,0,0,1353,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
13.0,244.0,0.0,100.0,423.0,14.0,Hard Wartyson,1,0,0,0,1,0,0,1163,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
13.0,0.0,722.0,0.0,37.0,8.0,Violey Woodwinton,1,0,0,0,1,0,0,1354,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
37.0,0.0,0.0,0.0,0.0,0.0,Jonaye Carpennels,1,0,0,0,0,1,0,1140,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
44.0,143.0,47.0,0.0,717.0,87.0,Benew Carezquez,1,0,0,0,1,0,0,473,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
32.0,0.0,0.0,0.0,0.0,0.0,Betenar Pirejus,0,1,0,0,0,1,0,259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
57.0,0.0,0.0,0.0,0.0,0.0,Minoton Pirejus,0,1,0,0,0,0,1,259,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
26.0,0.0,158.0,0.0,0.0,912.0,Faithy Hunterton,1,0,0,0,1,0,0,1355,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
62.0,453.0,1.0,1911.0,0.0,0.0,Stech Pread,0,0,1,0,1,0,0,1466,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2.0,0.0,0.0,0.0,0.0,0.0,Kokrus Pread,0,0,1,0,0,1,0,1466,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,Latsts Purle,0,0,1,0,0,1,0,1466,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
24.0,590.0,0.0,1.0,168.0,16.0,Juline Hamcmahon,1,0,0,0,1,0,0,1467,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
1.0,0.0,0.0,0.0,0.0,0.0,Dennie Moreman,1,0,0,0,0,1,0,1141,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
63.0,0.0,742.0,0.0,125.0,3.0,Rossie Berges,1,0,0,0,1,0,0,1468,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20.0,1040.0,2487.0,0.0,174.0,182.0,Antinon Inging,0,1,0,0,1,0,0,218,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
